PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Broom, M; Johanis, M; Rychtar, J				Broom, Mark; Johanis, Michal; Rychtar, Jan			The effect of fight cost structure on fighting behaviour	JOURNAL OF MATHEMATICAL BIOLOGY			English	Article						Lleptoparasitism; Sequential game; Extensive form game; Food stealing; Game theory	GAME-THEORETIC MODEL; KLEPTOPARASITIC INTERACTIONS; EVOLUTION; SCROUNGERS; PRODUCERS; SUCCESS	A common feature of animal populations is the stealing by animals of resources such as food from other animals. This has previously been the subject of a range of modelling approaches, one of which is the so called "producer-scrounger" model. In this model a producer finds a resource that takes some time to be consumed, and some time later a (generally) conspecific scrounger discovers the producer with its resource and potentially attempts to steal it. In this paper we consider a variant of this scenario where each individual can choose to invest an amount of energy into this contest, and the level of investment of each individual determines the probability of it winning the contest, but also the additional cost it has to bear. We analyse the model for a specific set of cost functions and maximum investment levels and show how the evolutionarily stable behaviour depends upon them. In particular we see that for high levels of maximum investment, the producer keeps the resource without a fight for concave cost functions, but for convex functions the scrounger obtains the resource (albeit at some cost).	[Broom, Mark] City Univ London, Dept Math, London EC1V 0HB, England; [Johanis, Michal] Charles Univ Prague, Dept Math Anal, Prague 18675 8, Czech Republic; [Rychtar, Jan] Univ N Carolina, Dept Math & Stat, Greensboro, NC 27412 USA	City University London; Charles University Prague; University of North Carolina; University of North Carolina Greensboro	Rychtar, J (corresponding author), Univ N Carolina, Dept Math & Stat, Greensboro, NC 27412 USA.	mark.broom@city.ac.uk; johanis@karlin.mff.cuni.cz; rychtar@uncg.edu	Johanis, Michal/C-3382-2017	Johanis, Michal/0000-0002-3265-2500; Rychtar, Jan/0000-0001-6600-2939; Broom, Mark/0000-0002-1698-5495	Simons Foundation [245400];  [GACR 201/11/0345]	Simons Foundation; 	The research has been supported by grant GACR 201/11/0345 (Michal Johanis) and the Simons Foundation grant #245400 (Jan Rychtar).		44	5	5	1	8	SPRINGER HEIDELBERG	HEIDELBERG	TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY	0303-6812	1432-1416		J MATH BIOL	J. Math. Biol.	OCT	2015	71	4					979	996		10.1007/s00285-014-0848-x	http://dx.doi.org/10.1007/s00285-014-0848-x			18	Biology; Mathematical & Computational Biology	Science Citation Index Expanded (SCI-EXPANDED)	Life Sciences & Biomedicine - Other Topics; Mathematical & Computational Biology	CQ8IU	25465400	Green Accepted			2023-03-15	WOS:000360851700009
J	Ha, RR; Ha, JC				Ha, RR; Ha, JC			Effects of ecology and prey characteristics on the use of alternative social foraging tactics in crows, Corvus caurinus	ANIMAL BEHAVIOUR			English	Article							LONCHURA-PUNCTULATA; NORTHWESTERN CROWS; CAPTIVE FLOCKS; SPICE FINCHES; KLEPTOPARASITISM; FOOD; SCROUNGERS; PRODUCERS; SIZE; DISPERSION	The producer-scrounger model assumes that producers are animals that search for food, and scroungers are animals that steal food found by producers. By following foraging decisions made by beach-foraging crows, we assessed individual variability in strategy use, variables influencing the finder's share (when defined as the probability of retaining a prey item in the presence of food theft behaviour) and the benefits and costs of producing and scrounging. Data were collected using focal and all-occurrences scan sampling. Results indicated that more individuals were likely to use both producing and scrounging tactics than to be 'pure' producers. No pure scroungers were documented. When producers obtained scroungeable items, scroungers attempted to steal the item 46% of the time. Forty-one per cent of attempted scrounges were successful. Thus, producers suffered a 19% loss rate of scroungeable items to scroungers, although producers had access to large numbers of small (nonscroungeable) items. Although there were significantly more scroungeable prey items available at lower tides, there was no significant relationship between prey density and scrounge attempts or actual thefts. No ecological factors (group size, temperature, time of day, season) or individual characteristics (age, sex) influenced the probability of retaining prey. Prey retention was determined only by characteristics of the prey items: larger prey items or those with longer handling times were most likely to be stolen. (C) 2003 Published by Elsevier Ltd on behalf of The Association for the Study of Animal Behaviour.	Univ Washington, Dept Psychol, Anim Behav Program, Seattle, WA 98195 USA	University of Washington; University of Washington Seattle	Ha, RR (corresponding author), Univ Washington, Dept Psychol, Anim Behav Program, Box 351525, Seattle, WA 98195 USA.								45	21	21	1	18	ACADEMIC PRESS LTD ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472			ANIM BEHAV	Anim. Behav.	AUG	2003	66		2				309	316		10.1006/anbe.2003.2182	http://dx.doi.org/10.1006/anbe.2003.2182			8	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	714EP					2023-03-15	WOS:000184899600014
J	Dubois, FD; Giraldeau, LA				Dubois, FD; Giraldeau, LA			Fighting for resources: The economics of defense and appropriation	ECOLOGY			English	Article						aggression; ESS model; foraging groups; hawk-dove game; kleptoparasilism; producer-scrounger game	NUTMEG MANNIKINS; SCROUNGER USE; FOOD; BEHAVIOR; MONOPOLIZATION; PRODUCERS; PREDICTABILITY; AGGRESSION; INTENSITY; INCREASES	The study of the ecological factors that govern fighting over resources has been analyzed by resource defense theory and evolutionary hawk-dove games. In essence, the models predict that increasing economic defendability of a resource should lead to increased frequency of aggression among competitors. We question this prediction because it is based on the assumption that individuals that do not possess a resource and must decide whether to attempt aggressive appropriation of another individual's resource face the same economic decision as those that already have possession of a resource and must decide whether to defend against an appropriator's attack. Using an evolutionary game analysis, we explore how changes in group size, clump density, patch richness, and predation hazards affect both the decision to appropriate and defend a resource and interact to predict effects on the frequency of aggression and aggressiveness of individuals. Our model predicts that increasing group size should result in a dome-shaped response of frequency of aggression and a slight decrease in aggressiveness. Increasing clump density is predicted to increase both the frequency of aggression and aggressiveness while increases in clump richness result in reduced aggressiveness at high richness values and a decelerated increase in the frequency of aggression. Finally, predation risk is predicted to increase the frequency of aggression only slightly but to lead to increases in aggressiveness. We compare these predictions to earlier resource defense models. We conclude that most experimental findings agree with our model's predictions but call for explicit experimental tests of our predictions concerning the frequency of aggression and aggressiveness.	Univ Quebec, Montreal, PQ H3C 3P8, Canada	University of Quebec; University of Quebec Montreal	Dubois, FD (corresponding author), Univ Montreal, Dept Sci Biol, Pavillon Marie Victoria,90 Vincent Indy, Montreal, PQ H3C 3J7, Canada.	frederique.dubois@umontreal.ca							36	38	39	0	39	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	0012-9658	1939-9170		ECOLOGY	Ecology	JAN	2005	86	1					3	11		10.1890/04-0566	http://dx.doi.org/10.1890/04-0566			9	Ecology	Science Citation Index Expanded (SCI-EXPANDED)	Environmental Sciences & Ecology	894KX					2023-03-15	WOS:000226791700001
J	Morrell, LJ; Kokko, H				Morrell, LJ; Kokko, H			Can too strong female choice deteriorate male ornamentation?	PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES			English	Article						bowerbird; bower raiding; mate attraction; sexual ornaments; sexual selection; producer-scrounger games	BOWERBIRDS PTILONORHYNCHUS-VIOLACEUS; COSTLY MATE PREFERENCES; PHENOTYPIC VARIATION; SEXUAL COMPETITION; MATING SUCCESS; DECORATIONS; ASYMMETRY; EVOLUTION; SCROUNGERS; PRODUCERS	Competition for limited resources can have fundamental implications for population dynamics. However, the effects of resource depletion have rarely been discussed in the context of sexual selection, even though mate choice typically favours males who outperform others in securing access to some limited resource. Here, we develop a model to investigate the question of resource competition as a form of male-male competition in the context of male sexual displays. We phrase our model in terms of male bowerbirds either searching for or stealing resources (ornamental objects) valued by females, and compare the model findings with published studies of time allocation to various activities in different species of bowerbirds. The basic idea of the model, however, extends to cases where the resource is used less directly for the development of sexual ornamentation, such as males excluding others' access to food. We show that if males compete for resources used in sexual displays, intense female preference for high-quality displays can lead to poorer prospects for efficient choice by females. This is because males benefit from excluding others' access to resources used in displays, damaging the overall efficiency of resource use in the population, and the accuracy with which females can judge male ability to gain such resources. The evolution of female choice may therefore have a self-limiting nature when it poses a selection pressure on male resource acquisition.	Univ Glasgow, Div Environm & Evolutionary Biol, Inst Biomed & Life Sci, Glasgow G12 8QQ, Lanark, Scotland; Univ Helsinki, Dept Biol & Environm Sci, Div Ecol & Evolutionary Biol, FIN-00014 Helsinki, Finland	University of Glasgow; University of Helsinki	Morrell, LJ (corresponding author), Univ Glasgow, Div Environm & Evolutionary Biol, Inst Biomed & Life Sci, Graham Kerr Bldg, Glasgow G12 8QQ, Lanark, Scotland.	0l03207m@udcf.gla.ac.uk	Morrell, Lesley J/A-4311-2008; Kokko, Hanna/C-7861-2009	Morrell, Lesley J/0000-0003-0256-7871; Kokko, Hanna/0000-0002-5772-4881					50	8	8	0	12	ROYAL SOC	LONDON	6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND	0962-8452	1471-2954		P ROY SOC B-BIOL SCI	Proc. R. Soc. B-Biol. Sci.	AUG 7	2004	271	1548					1597	1604		10.1098/rspb.2004.2763	http://dx.doi.org/10.1098/rspb.2004.2763			8	Biology; Ecology; Evolutionary Biology	Science Citation Index Expanded (SCI-EXPANDED)	Life Sciences & Biomedicine - Other Topics; Environmental Sciences & Ecology; Evolutionary Biology	842HU	15306306	Green Published			2023-03-15	WOS:000222995100008
J	Jones, NAR; Webster, M; Templeton, CN; Schuster, S; Rendell, L				Jones, Nick A. R.; Webster, Mike; Templeton, Christopher N.; Schuster, Stefan; Rendell, Luke			Presence of an audience and consistent interindividual differences affect archerfish shooting behaviour	ANIMAL BEHAVIOUR			English	Article						archerfish; consistent individual differences; foraging; kleptoparasitism; producer-scrounger; social foraging	INTERFERENCE COMPETITION; INTRASPECIFIC KLEPTOPARASITISM; SOCIAL ENHANCEMENT; FOOD; FISH; PERSONALITY; ECOLOGY; KINEMATICS; STRATEGIES; PREDATION	The social environment can play an important role in shaping the foraging behaviour of animals. In this study we investigated whether archerfish, Toxotes jaculatrix, display any behavioural changes in response to the presence of an audience while using their specialized foraging tactic of shooting, spitting precisely aimed jets of water, at prey targets. As any prey items shot down are potentially available to competitors, we hypothesized that shooting fish would be sensitive to the presence of potential competitors, especially given the suggestion that, in the wild, this species shows intraspecific kleptoparasitism and faces interspecific competition. We found that in the presence of another fish, archerfish took longer to shoot, made more orientations (aiming events) per shot, and tended to be closer to the target at the time of shooting. Additionally, archerfish showed high interindividual differences in latency to shoot, and these differences were consistent across contexts, with and without an audience. Our results show that archerfish are sensitive to, and adjust their shooting behaviour in response to, the presence of an audience and highlight the importance of social context in this fish species. We also suggest that interindividual differences may play an important role in archerfish shooting behaviour. This study highlights the importance of social effects and competition on foraging behaviour and decision making. Further work in this species could explore whether differences in competitive foraging ability are linked to sensitivity to the presence of an audience. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.	[Jones, Nick A. R.; Webster, Mike; Rendell, Luke] Univ St Andrews, Ctr Social Learning & Cognit Evolut, Sch Biol, St Andrews, Fife, Scotland; [Templeton, Christopher N.] Pacific Univ, Dept Biol, Forest Grove, OR USA; [Schuster, Stefan] Univ Bayreuth, Dept Anim Physiol, Bayreuth, Germany	University of St Andrews; University of Bayreuth	Jones, NAR (corresponding author), Univ St Andrews, Sch Biol, Sir Harold Mitchell Bldg, St Andrews KY16 9TH, Fife, Scotland.	narj@st-andrews.ac.uk	Jones, Nick/ABE-9960-2020; Rendell, Luke/G-2594-2010; Rendell, Luke/AAF-9070-2019; Templeton, Christopher/AAY-4832-2021	Rendell, Luke/0000-0002-1121-9142; Templeton, Christopher/0000-0001-8701-3186; Webster, Mike/0000-0001-9597-6871; Jones, Nick/0000-0002-6031-7507; Schuster, Stefan/0000-0002-0873-8996	Fisheries Society of the British Isles	Fisheries Society of the British Isles	We thank Helen Spence-Jones for acting as a secondary video scorer, as well as Tania Mendo, Barbara Klump and two anonymous referees who contributed valuable comments and suggestions that improved the manuscript. This study was funded by the Fisheries Society of the British Isles (studentship to N.A.R.J.).		69	10	10	1	15	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472	1095-8282		ANIM BEHAV	Anim. Behav.	JUL	2018	141						95	103		10.1016/j.anbehav.2018.04.024	http://dx.doi.org/10.1016/j.anbehav.2018.04.024			9	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	GN5OA		Green Accepted			2023-03-15	WOS:000439108800010
J	Kameda, T; Nakanishi, D				Kameda, T; Nakanishi, D			Does social/cultural learning increase human adaptability? Rogers's question revisited	EVOLUTION AND HUMAN BEHAVIOR			English	Article						social learning; cultural transmission; cultural capacities; nonstationary uncertain environment; mean fitness; producer-scrounger dilemma	SCROUNGERS; PRODUCERS; EVOLUTION; CULTURE	It is often taken for granted that social/cultural learning increases human adaptability, because it allows us to acquire useful information without costly individual learning by trial and error. Rogers [Am. Anthropol. 90 (1988) 819] challenged this common view by a simple analytic model. Assuming a "cultural" population composed of individual learners engaging in costly information search and imitators who just copy another member's behavior, Rogers showed that mean fitness of such a mixed "cultural" population at the evolutionary equilibrium is exactly identical to the mean fitness of an "acultural" population consisting only of individual learners. Rogers's result implies that no special adaptive advantage accrues from social/cultural learning. We revisited this counterintuitive argument through use of an experiment with human subjects, and by a series of evolutionary computer simulations that extended Kameda and Nakanishi [Evol. Hum. Behav. 23 (2002) 373]. The simulation results indicated that, if agents can switch between individual learning and imitation selectively, a "cultural" population indeed outperforms an "acultural" population in mean fitness for a broad range of parameters. An experiment that implemented a nonstationary uncertain environment in a laboratory setting provided empirical support for this thesis. Implications of these findings for cultural capacities and some future directions are discussed. (C) 2003 Elsevier Inc. All rights reserved.	Hokkaido Univ, Dept Behav Sci, Kita Ku, Sapporo, Hokkaido 0600810, Japan	Hokkaido University	Kameda, T (corresponding author), Hokkaido Univ, Dept Behav Sci, Kita Ku, Bungakubu N10 W7, Sapporo, Hokkaido 0600810, Japan.	tkameda@let.hokudai.ac.jp		Nakanishi, Daisuke/0000-0002-5365-6957					30	96	100	0	15	ELSEVIER SCIENCE INC	NEW YORK	STE 800, 230 PARK AVE, NEW YORK, NY 10169 USA	1090-5138	1879-0607		EVOL HUM BEHAV	Evol. Hum. Behav.	JUL	2003	24	4					242	260		10.1016/S1090-5138(03)00015-1	http://dx.doi.org/10.1016/S1090-5138(03)00015-1			19	Psychology, Biological; Behavioral Sciences; Social Sciences, Biomedical	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Psychology; Behavioral Sciences; Biomedical Social Sciences	712MY					2023-03-15	WOS:000184802500002
J	Barrette, M; Giraldeau, LA				Barrette, Maryse; Giraldeau, Luc-Alain			Prey crypticity reduces the proportion of group members searching for food	ANIMAL BEHAVIOUR			English	Article							TURDUS-MERULA L; LONCHURA-PUNCTULATA; ANTIPREDATORY VIGILANCE; NUTMEG MANNIKINS; CAPTIVE FLOCKS; HOUSE SPARROWS; SCROUNGER USE; IMAGE; PRODUCER; RISK	A number of group foragers are known to engage in a producer-scrounger (PS) foraging game in which only individuals in the producer strategy search for food; the scroungers wait for opportunities to join. Prey exploited by predators engaged in a PS game could gain by evolving predator evasion tactics that shift the PS equilibrium of their predators towards a larger number of nonsearching scroungers. Prey can achieve this by imposing foraging costs that are specific to predators engaged in the producer strategy. Ye tested whether prey crypsis, a trait that has evolved as a demonstrably efficient strategy against solitary predators, imposed a producer-specific cost to group foragers that shifts PS equilibria towards more scrounging. We exposed four flocks of six nutmeg mannikins, Lonchura punctulata, small granivorous passerines that have been documented to play PS foraging games, to clumps of white millet seeds placed against one of two backgrounds that made them either cryptic or conspicuous. In three of four flocks, foraging under crytic conditions required more time to find food, resulted in more detection errors, had no effect on vigilance but significantly increased the frequency of scroungers at equilibrium. Having socially foraging predators may provide prey with an extra incentive to evolve producer-specific costs such as cryptic coloration.	Univ Quebec, Dept Sci Biol, GRECA, Montreal, PQ H3C 3P8, Canada	University of Quebec; University of Quebec Montreal	Barrette, M (corresponding author), Agr & Agri Food Canada, 430 Gouin Blvd, St Jean, PQ J3B 3E6, Canada.	barrette.maryse@courrier.uqam.ca							36	12	12	0	6	ACADEMIC PRESS LTD ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472			ANIM BEHAV	Anim. Behav.	MAY	2006	71		5				1183	1189		10.1016/j.anbehav.2005.10.008	http://dx.doi.org/10.1016/j.anbehav.2005.10.008			7	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	050SN					2023-03-15	WOS:000238108600021
J	Duan, MG; Yang, ZG; Zhao, Y; Fang, LJ; Zuo, HY; Li, ZS; Wang, DQ				Duan, Meigang; Yang, Zuogang; Zhao, Ying; Fang, Longjie; Zuo, Haoyi; Li, Zhensheng; Wang, Dequan			Wavefront shaping using improved sparrow search algorithm to control the scattering light field	OPTICS AND LASER TECHNOLOGY			English	Article						Scattering media; Wavefront shaping; Light modulation; Improved sparrow search algorithm	FOCUSING LIGHT; MEDIA; OPTIMIZATION	An improved sparrow search algorithm (ISSA) is proposed to control the light field that passes through the scattering medium. The principles of elite reservation and random perturbation are first introduced by ISSA. Then, the position (input mask) update formulas of producer, scrounger and scouters are modified to improve the wavefront shaping ability. It is showed that ISSA significantly improves the wavefront shaping performance of focusing and imaging in turbid media compared with the basic sparrow search algorithm (SSA) and particle swarm optimization algorithm (PSO). Therefore, ISSA has the potential to be applied to related research in the future.	[Duan, Meigang; Yang, Zuogang; Zhao, Ying; Fang, Longjie; Zuo, Haoyi] Sichuan Univ, Coll Phys, Chengdu 610065, Peoples R China; [Li, Zhensheng] Army Med Univ, Coll Basic Med Sci, Dept Phys, Chongqing 400038, Peoples R China; [Wang, Dequan] APQ Sci & Technol Co Ltd, Chengdu 610065, Peoples R China	Sichuan University; Army Medical University	Zuo, HY (corresponding author), Sichuan Univ, Coll Phys, Chengdu 610065, Peoples R China.	zuohaoyi@scu.edu.cn							43	0	0	38	38	ELSEVIER SCI LTD	OXFORD	THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND	0030-3992	1879-2545		OPT LASER TECHNOL	Opt. Laser Technol.	DEC	2022	156								108529	10.1016/j.optlastec.2022.108529	http://dx.doi.org/10.1016/j.optlastec.2022.108529		AUG 2022	10	Optics; Physics, Applied	Science Citation Index Expanded (SCI-EXPANDED)	Optics; Physics	5A2AY					2023-03-15	WOS:000862696100001
J	Webster, MM; Laland, KN				Webster, M. M.; Laland, K. N.			Space-use and sociability are not related to public-information use in ninespine sticklebacks	BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY			English	Article						Behavioural syndrome; Bold-shy; Innovation; Producer-scrounger; Social learning strategies; Temperament	NETWORK-BASED DIFFUSION; BEHAVIORAL SYNDROMES; SOCIAL INFORMATION; THREESPINE STICKLEBACKS; INDIVIDUAL-DIFFERENCES; BOLDNESS; PERSONALITY; PUNGITIUS; INSIGHTS; ANIMALS	There has been much recent interest in both public information use, and the evolutionary origins and ecological consequences of animal personalities but surprisingly little integration of these two fields. Personality traits may impact upon the extent to which individuals respond to public information in a number of different ways. As a first step towards addressing some of these questions, in this study, we asked whether personality traits predicted public information use in ninespine sticklebacks (Pungitius pungitius). Over a 33-day period, subjects were scored twice for a number of behavioural traits, including measures of activity, exploration and shoaling tendency, and were exposed multiple times to a public information use foraging task, in which they were required to select the richer of two prey patches based upon the foraging success of two demonstrator groups. The repeatable (r = 0.38-0.58) behavioural traits were reduced to two principle components describing space use and sociability. Neither of these was found to be related to either of two measures of public information use. While the personality traits that we considered did not co-vary with public information use in this species, they may well indirectly affect opportunity for exposure to public information, and this is an obvious avenue for further research.	[Webster, M. M.; Laland, K. N.] Univ St Andrews, Sch Biol, St Andrews KY16 9TS, Fife, Scotland	University of St Andrews	Webster, MM (corresponding author), Univ St Andrews, Sch Biol, Harold Mitchell Bldg, St Andrews KY16 9TS, Fife, Scotland.	mike.m.webster@gmail.com		Webster, Mike/0000-0001-9597-6871; Lala, Kevin/0000-0002-2457-0900	European Research Council [EVOCULTURE 232823]; NERC [NE/D010365/1] Funding Source: UKRI; Natural Environment Research Council [NE/D010365/1] Funding Source: researchfish	European Research Council(European Research Council (ERC)European Commission); NERC(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC)); Natural Environment Research Council(UK Research & Innovation (UKRI)Natural Environment Research Council (NERC))	This work was funded by a European Research Council advanced grant (EVOCULTURE 232823) to KNL.		52	9	9	0	45	SPRINGER	NEW YORK	233 SPRING ST, NEW YORK, NY 10013 USA	0340-5443	1432-0762		BEHAV ECOL SOCIOBIOL	Behav. Ecol. Sociobiol.	JUN	2015	69	6					895	907		10.1007/s00265-015-1901-5	http://dx.doi.org/10.1007/s00265-015-1901-5			13	Behavioral Sciences; Ecology; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Environmental Sciences & Ecology; Zoology	CH7OR		Green Submitted			2023-03-15	WOS:000354227000004
J	David, M; Gillingham, MAF; Salignon, M; Laskowski, KL; Giraldeau, LA				David, Morgan; Gillingham, Mark A. F.; Salignon, Marion; Laskowski, Kate L.; Giraldeau, Luc-Alain			Speed-accuracy trade-off and its consequences in a scramble competition context	ANIMAL BEHAVIOUR			English	Article						behavioural gambit; frequency-dependent game; limited attention; producer-scrounger game; zebra finch	CRYPTIC PREY; ZEBRA FINCHES; PRACTICAL GUIDE; BEHAVIOR; ATTENTION; PRODUCER; FLOCKS; MODEL; FOOD	Animals foraging in groups commonly respond to the presence of others by increasing their foraging rate, an increase that could come at the expense of prey detection accuracy. Yet the existence and consequences of such so-called 'speed-accuracy trade-offs' in group-foraging animals remain unexplored. We used group-feeding zebra finches, Taeniopygia guttata, to determine how search speed affects food detection accuracy and how a potential speed-accuracy trade-off influences feeding success. We found significant between-individual differences in hopping speed as well as evidence that faster individuals were more likely to overlook food, demonstrating the existence of a trade-off between speed and food detection probability. We also found that feeding success was positively predicted by an individual's food detection probability, whereas it was unrelated to hopping speed. These findings have several implications. First, they indicate that social animals, like solitary foragers, may be affected by perhaps universal constraints when foraging, such as limited attention. These constraints may contribute to promote between-individual variation in foraging tactics within social groups. Second, the existence of a speed-accuracy trade-off suggests that between-individual behavioural differences are more likely to come from differential allocation between speed and accuracy than from differences in general intrinsic abilities to exploit food resources. Finally, scramble competition's outcomes are likely to be determined by a combination of foraging abilities that individuals must trade off against one another, calling for an integrative approach of how natural selection shapes interactive behavioural dimensions during foraging. (C) 2014 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.	[David, Morgan; Giraldeau, Luc-Alain] Univ Quebec, Dept Sci Biol, Montreal, PQ H3C 3P8, Canada; [David, Morgan; Gillingham, Mark A. F.; Salignon, Marion] Univ Bourgogne, CNRS, UMR Biogeosci 6282, Equipe Ecol Evolut, Dijon, France; [Gillingham, Mark A. F.] Leibniz Inst Zoo & Wildlife Res, Dept Evolutionary Genet, Berlin, Germany; [Gillingham, Mark A. F.] Ctr Rech Tour Valat, Arles, France; [Laskowski, Kate L.] Leibniz Inst Freshwater Ecol & Inland Fisheries, Dept Biol & Ecol Fishes, Berlin, Germany	University of Quebec; University of Quebec Montreal; Centre National de la Recherche Scientifique (CNRS); Universite de Bourgogne; Leibniz Institut fur Zoo und Wildtierforschung; Leibniz Institut fur Gewasserokologie und Binnenfischerei (IGB)	David, M (corresponding author), Univ Antwerp, Dept Biol Ethol, Drie Eiken Campus,Univ Pl 1, B-2610 Antwerp, Belgium.	morgan.david@gmx.fr	Gillingham, Mark AF/B-2152-2012	Laskowski, Kate L./0000-0003-1523-9340	Natural Sciences and Engineering Research Council Discovery Grant; Frontenac Scholarship from Fonds Quebecois de Recherche Nature et Technologies; Fondation Universite du Quebec a Montreal	Natural Sciences and Engineering Research Council Discovery Grant(Natural Sciences and Engineering Research Council of Canada (NSERC)); Frontenac Scholarship from Fonds Quebecois de Recherche Nature et Technologies; Fondation Universite du Quebec a Montreal	We are grateful to Leslie David for her drawing of Fig. 2, Francois-Xavier Dechaume-Moncharmont and Shinichi Nakagawa for their advice on statistical analyses, and two anonymous referees for their useful comments on the manuscript. This study and M. D. were financially supported by funds from the Natural Sciences and Engineering Research Council Discovery Grant to L.-A. G. M. D. received additional financial support from a Frontenac Scholarship from Fonds Quebecois de Recherche Nature et Technologies and a merit scholarship from Fondation Universite du Quebec a Montreal.		41	5	5	2	41	ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD	LONDON	24-28 OVAL RD, LONDON NW1 7DX, ENGLAND	0003-3472	1095-8282		ANIM BEHAV	Anim. Behav.	APR	2014	90						255	262		10.1016/j.anbehav.2014.02.009	http://dx.doi.org/10.1016/j.anbehav.2014.02.009			8	Behavioral Sciences; Zoology	Science Citation Index Expanded (SCI-EXPANDED)	Behavioral Sciences; Zoology	AE1WD					2023-03-15	WOS:000333761400032
J	Garg, K; Kello, CT; Smaldino, PE				Garg, Ketika; Kello, Christopher T.; Smaldino, Paul E.			Individual exploration and selective social learning: balancing exploration-exploitation trade-offs in collective foraging	JOURNAL OF THE ROYAL SOCIETY INTERFACE			English	Article						exploration-exploitation; social learning; Levy walks; producer-scrounger; collective problem-solving	GROUP-SIZE; INFORMATION USE; LEVY; PATTERNS; ANIMALS; STRATEGIES; SPACE; MODEL; COMPETITION; EVOLUTION	Search requires balancing exploring for more options and exploiting the ones previously found. Individuals foraging in a group face another trade-off: whether to engage in social learning to exploit the solutions found by others or to solitarily search for unexplored solutions. Social learning can better exploit learned information and decrease the costs of finding new resources, but excessive social learning can lead to over-exploitation and too little exploration for new solutions. We study how these two trade-offs interact to influence search efficiency in a model of collective foraging under conditions of varying resource abundance, resource density and group size. We modelled individual search strategies as Levy walks, where a power-law exponent (mu) controlled the trade-off between exploitative and explorative movements in individual search. We modulated the trade-off between individual search and social learning using a selectivity parameter that determined how agents responded to social cues in terms of distance and likely opportunity costs. Our results show that social learning is favoured in rich and clustered environments, but also that the benefits of exploiting social information are maximized by engaging in high levels of individual exploration. We show that selective use of social information can modulate the disadvantages of excessive social learning, especially in larger groups and when individual exploration is limited. Finally, we found that the optimal combination of individual exploration and social learning gave rise to trajectories with mu approximate to 2 and provide support for the general optimality of such patterns in search. Our work sheds light on the interplay between individual search and social learning, and has broader implications for collective search and problem-solving.	[Garg, Ketika; Kello, Christopher T.; Smaldino, Paul E.] Univ Calif, Dept Cognit & Informat Sci, Merced, CA 95343 USA	University of California System; University of California Merced	Garg, K (corresponding author), Univ Calif, Dept Cognit & Informat Sci, Merced, CA 95343 USA.	kgarg@ucmerced.edu	Hanson, Paul James/D-8069-2011	Hanson, Paul James/0000-0001-7293-3561; Garg, Ketika/0000-0003-0915-7314					80	1	1	3	12	ROYAL SOC	LONDON	6-9 CARLTON HOUSE TERRACE, LONDON SW1Y 5AG, ENGLAND	1742-5689	1742-5662		J R SOC INTERFACE	J. R. Soc. Interface	APR 27	2022	19	189							20210915	10.1098/rsif.2021.0915	http://dx.doi.org/10.1098/rsif.2021.0915			12	Multidisciplinary Sciences	Science Citation Index Expanded (SCI-EXPANDED); Social Science Citation Index (SSCI)	Science & Technology - Other Topics	1C5HY	35472271	Green Submitted			2023-03-15	WOS:000793151300004
